"I need a ride", "Eu preciso de um passeio"
"Launch Missile #1", "Lançamento do míssil # 1"
"Launch Missile #2", "Lançamento do míssil # 2"
"Launch Missile #3", "Lançamento do míssil # 3"
"Defend Missile #1", "Defender o Míssil # 1"
"Defend Missile #2", "Defender o Míssil # 2"
"Defend Missile #3", "Defender Missile # 3"
"Defend the package carrier (flashing green/white star on the map)", "Defenda o transportador de pacotes (estrela verde / branca piscando no mapa)"
"Package carrier deliver the package to the drop off point (green circle on map)", "O transportador de pacotes entrega o pacote ao ponto de entrega (círculo verde no mapa)"
"Drop the package I'll carry it", "Solte o pacote, vou transportá-lo"
"Pickup the package (white star on the mini-map)", "Pegue o pacote (estrela branca no mini-mapa)"
"Kill the enemy carrying the package (flashing red/yellow star on the mini-map)", "Mate o inimigo carregando a embalagem (estrela vermelha / amarela piscando no mini-mapa)"
"Enemy on top of mountain", "Inimigo no topo da montanha"
"Group up to help each other", "Agrupe-se para ajudar-se mutuamente"
"Enemy on top of buildings", "Inimigo no topo dos edifícios"
"Enemy close", "Inimigo próximo"
"Taking enemy fire", "Tomando fogo inimigo"
"Kill the enemy helicopter", "Mate o helicóptero inimigo"
"Kill the enemy vehicle", "Mate o veículo inimigo"
"Death Match", "Partida da morte"
"Capture Flags", "Bandeiras de captura"
"Package Drop", "Drop do pacote"
"Missile Launch", "Lançamento de mísseis"
"Team", "Equipe"
"CLICK HERE TO SELECT MISSILE LAUNCH", "CLIQUE AQUI PARA SELECIONAR O LANÇAMENTO MISSIL"
"CLICK HERE TO SELECT PACKAGE DROP", "CLIQUE AQUI PARA SELECIONAR PACOTE DROP"
"CLICK HERE TO SELECT DEATH MATCH", "CLIQUE AQUI PARA SELECIONAR A PARTIDA DE MORTE"
"NEXT GAME MODE VOTE", "VOTO DO MODO DE JOGO PRÓXIMO"
"CLICK HERE TO SELECT TEAM DEATH MATCH", "CLIQUE AQUI PARA SELECIONAR MATANÇA DE MORTE DA EQUIPE"
"Team Death Match", "Correspondência da morte da equipe"
"Server will restart at end of round", "O servidor reiniciará no final da rodada"
"Bomb Disposal", "Eliminação de bomba"
"MISSILE LAUNCH / BOMB DISPOSAL", "LISO DE MISSILE / ELIMINAÇÃO DA BOMBA"
"PACKAGE DROP", "PACOTE DE PACOTE"
"TEAM DEATH MATCH", "MATANÇA DE MORTE DA EQUIPE"
"Bomb Diffusal Starts In", "Dissimulação de bomba começa"
"Disarm Bombs!", "Desarmar bombas!"
"Stop enemy team!", "Pare a equipe inimiga!"
"Bombs Disarmed", "Bombas Desarmadas"
"DISARM BOMBS", "BOMBAS DE DESARMAGEM"
"HOLD F TO DISARM", "PASSAR F PARA DESARME"
"STOP ENEMY TEAM", "PARE EQUIPE DO ENEMIGO"
"STOP PEOPLE DISARMING BOMBS", "PARE AS BOMBAS DE DESEMBOLSO DE POVOS"
"YELLOW = BEING DISARMED", "AMARELO = ESTADO DESARMEADO"
"RED = DISARMED", "VERMELHO = DESARMEADO"
"GREEN = ARMED", "VERDE = ARMADO"
"Hold F to Disarm Bomb", "Segure F para Desarmar a bomba"
"Move", "Mover"
"Fire", "Fogo"
"Zoom", "Zoom"
"Look", "Veja"
"Weapon 1", "Arma 1"
"Weapon 2", "Arma 2"
"Crouch", "Crouch"
"Reload", "Recarregar"
"Jump", "Saltar"
"Pistol Death Match Starts In", "O jogo da morte da pistola inicia"
"Pistol Death Match", "Partida de morte de pistola"
"NEXT MAP VOTE", "PRÓXIMO MAPA VOTO"
"BOMB DISPOSAL", "ELIMINAÇÃO DA BOMBA"
"PISTOL DEATH MATCH", "MATERIAL DE MORTE DE PISTOL"
"MISSILE LAUNCH", "LANÇAMENTO MISSILE"
"Disarm Bomb #1", "Disarm Bomb # 1"
"Disarm Bomb #2", "Disarm Bomb # 2"
"Disarm Bomb #3", "Disarm Bomb # 3"
"Defend Bomb #1", "Defenda a bomba # 1"
"Defend Bomb #2", "Defenda a bomba # 2"
"Defend Bomb #3", "Defenda a bomba # 3"
"DESERT", "DESERTO"
"NORTHWEST", "NOROESTE"
"PACIFIC", "PACÍFICO"
"OFFICE", "ESCRITÓRIO"
"FLOODED", "INUNDADO"
"Blood Overlay", "Superposição de sangue"
"NEXT MAP", "PRÓXIMO MAPA"
"Knife", "Faca"
"Parachute", "Pára-quedas"
"Hold Breath", "Segure a respiração"
"Server will restart in", "O servidor reiniciará em"
"Please rejoin when this happens.", "Volte a juntar-se quando isso acontecer."
"Heli Mini Gun", "Heli Mini Gun"
"Tank Mini Gun", "Tank Mini Gun"
"Socket Test", "Socket Test"
"Exit Vehicle", "Veículo de saída"
"Drop Package", "Pacote de queda"
"Default Spawn", "Spawn padrão"
"Click on green area to parachute in on that spot", "Clique na área verde para pára-quedas dentro desse ponto"
"E Brake", "Freio E"
"TEMPLE", "TEMPLO"
"Blood", "Sangue"
"Drop Flare", "Drop Flare"
"LOCKED", "LOCKED"
"Press ENTER or Left Shift...", "Pressione ENTER ou Deslocar para a esquerda ..."
"Deliver package", "Entregar pacote"
"Get the package", "Obter o pacote"
"Stop the package carrier", "Pare o transportador de pacotes"
"Revolver", "Revólver"
"Minigun", "Minigun"
"Deliver the package to green circle", "Entregue o pacote ao círculo verde"
"Pickup the package", "Pegue o pacote"
"Kill the enemy carrying the package", "Mate o inimigo carregando a embalagem"
"Choose a longer nick", "Escolha um nick mais longo"
"Error! Nick already in use!", "Erro! Nick já está em uso!"
"Set your unique nick", "Defina seu nick exclusivo"
"Bored of your current unique nick?  Buy a different one!", "Entediado do seu nick atual? Compre um diferente!"
"Make sure no one can steal your nick. Lock in your nick!", "Certifique-se de que ninguém pode roubar seu nick. Bloqueie seu nick!"
"To view your full stats, please sign in using Google, Facebook, VK, Twitch or Steam.", "Para visualizar suas estatísticas completas, faça login usando o Google, o Facebook, o VK, o Twitch ou o Steam."
"Login", "Entrar"
"ERROR", "ERRO"
"Please refresh your browser window", "Por favor, atualize a janela do seu navegador"
"Please restart the app", "Por favor, reinicie o aplicativo"
"Players Online", "Jogadores Online"
"Unable to connect", "Incapaz de conectar"
"Use SSL", "Use SSL"
"Choose a Unique Nick", "Escolha um Nick Único"
"Please choose a nickname to identify yourself.  Once you choose a nickname, it cannot be changed unless you purchase a new one.", "Por favor, escolha um apelido para se identificar. Depois de escolher um apelido, ele não poderá ser alterado, a menos que você compre um novo."
"Quick Help", "Ajuda Rápida"
"PLAYER", "JOGADOR"
"STATS", "ESTATÍSTICAS"
"View Full Stats", "Ver estatísticas completas"
"STORE", "LOJA"
"Redeem Code...", "Resgatar código ..."
"Grenade Launcher", "Lançador de granada"
"Smoke Grenade", "Granada de fumaça"
"Tank", "Tanque"
"Heli", "Heli"
"Heli Minigun", "Heli Minigun"
"Tank Minigun", "Minigun de Tanque"
"OK", "Está bem"
"Cancel", "Cancelar"
"HELP", "SOCORRO"
"SETTINGS", "CONFIGURAÇÕES"
"Connect to a server to go on missions...", "Conecte-se a um servidor para participar de missões ..."
"Close", "Fechar"
"Buy Now", "Compre"
"BUY NOW ON", "COMPRAR AGORA"
"20% off during launch week (Ends April 25th)", "20% de desconto durante a semana de lançamento (termina em 25 de abril)"
"Includes 5000 Coins", "Inclui 5000 moedas"
"Unique nick with color", "Nick único com cor"
"2-5 times better frame rate than the browser version", "2-5 vezes melhor taxa de quadros do que a versão do navegador"
"Stereo sound", "Som estéreo"
"Runs on PC, OSX, and Linux", "Funciona no PC, OSX e Linux"
"Special Hazmat outfit only available with Steam purchase", "Equipamento especial do Hazmat disponível apenas com a compra do Steam"
"Play Free", "Jogue de graça"
"Steam version features:", "Recursos da versão do Steam:"
"Includes 2,500 Coins", "Inclui 2.500 moedas"
"PLAY FREE ON", "JOGUE GRÁTIS"
"BROWSER", "Navegador"
"Vsync", "Vsync"
"Reticule Color", "Reticule Color"
"Please join a new server", "Por favor, junte-se a um novo servidor"
"Server is full, try another one", "Servidor está cheio, tente outro"
"Connection dropped, unable to restore it", "Conexão caiu, incapaz de restaurá-lo"
"Join the WarBrokers Discord server", "Junte-se ao servidor Discord WarBrokers"
"Ask the devs questions, get help,", "Faça as perguntas dos desenvolvedores, procure ajuda"
"talk with other players, and", "conversar com outros jogadores e"
"get a heads up on new features before", "obter um heads-up em novos recursos antes"
"they are released to everyone else.", "eles são liberados para todos os outros."
"Battle Royale", "Batalha Real"
"Join the WarBrokers Discord server.  Ask the devs questions, get help, talk with other players, and get a heads up on new features before they are released to everyone else.", "Junte-se ao servidor Discord WarBrokers. Faça as perguntas dos desenvolvedores, procure ajuda, converse com outros jogadores e fique atento aos novos recursos antes que eles sejam liberados para todos os outros."
"ESCAPE", "ESCAPAR"
"SOUTHWEST", "SUDOESTE"
"Press Key For: ", "Pressione a tecla para:"
"Reset all keys", "Repor todas as chaves"
"Forward", "Frente"
"Back", "Costas"
"Left", "Esquerda"
"Right", "Certo"
"to Enter Vehicle", "entrar no veículo"
"to Pickup Package", "para o pacote de coleta"
"to Change View", "alterar a vista"
"Menu", "Cardápio"
"Move Forward", "Siga em frente"
"Move Back", "Mover de volta"
"Move Left", "Mova para a esquerda"
"Move Right", "Mover para a direita"
"Use", "Usar"
"Flare", "Flare"
"Battle Royale Starts In", "Battle Royale começa em"
"to Exit Plane", "para sair do avião"
"to Disarm Bomb", "desarmar bomba"
"to Launch Missile", "lançar o míssil"
"Zoom Map", "Mapa de zoom"
"to Cancel", "cancelar"
"Jet", "Jato"
"Inventory", "Inventário"
"Rocket", "Foguete"
"Machine Gun", "Metralhadora"
"Afterburner", "Pós-combustor"
"20% off during Steam Summer Sale (Ends July 5th)", "20% de desconto durante a venda de verão a vapor (termina em 5 de julho)"
"Fist", "Punho"
"Health", "Saúde"
"Using", "Usando"
"Kills Elo", "Mata Elo"
"Games Elo", "Jogos Elo"
"Jet Rocket", "Jet Rocket"
"Jet Homing", "Jet Homing"
"Jet Machinegun", "Jet Machinegun"
"to Pickup", "pegar"
"REMAGEN", "REMAGEN"
"Small Health", "Saúde pequena"
"Medium Health", "Saúde Média"
"Large Health", "Saúde grande"
"Blood Bag", "Bolsa de sangue"
"Pills", "Comprimidos"
"Energy Can", "Energia pode"
"Needle", "Agulha"
"Leg Light Armor", "Armadura Leve da Perna"
"Medium Leg Armor", "Armadura de perna mediana"
"Heavy Leg Armor", "Armadura de Perna Pesada"
"Light Vest", "Colete Claro"
"Medium Vest", "Colete Médio"
"Heavy Vest", "Colete Pesado"
"Light Helmet", "Capacete Leve"
"Medium Helmet", "Capacete Médio"
"Heavy Helmet", "Capacete Pesado"
"Light Backpack", "Mochila leve"
"Medium Backpack", "Mochila Média"
"Heavy Backpack", "Mochila Pesada"
"100 Round Mag", "100 rodada Mag"
"40 Round Mag", "40 rodada Mag"
"50 Round Mag", "50 rodada Mag"
"Fast Load Mag", "Fast Load Mag"
"Scope", "Escopo"
"Compensator", "Compensador"
"Flash Reducer", "Redutor de Flash"
"Grip", "Firmeza"
"Silencer", "Silenciador"
"Stock", "estoque"
"Laser", "Laser"
"Airhorn", "Airhorn"
"Walkie Talkie", "Walkie talkie"
"Flare Gun", "Sinalizador"
"Teddy Bear", "Urso Teddy"
"Walkie Talkie 2", "Walkie talkie 2"
"Walkie Talkie 3", "Walkie talkie 3"
"Dynamite Stick", "Vara de dinamite"
"Dynamite Bundle", "Pacote de dinamite"
"Binoculars", "Binóculos"
"Duct Tape", "Fita adesiva"
"Tape", "Fita"
"Books", "Livros"
"Book", "Livro"
"Magazines", "Revistas"
"Magazines 2", "Revistas 2"
"Bear Trap", "Armadilha para urso"
"C4", "C4"
"Claymore", "Claymore"
"Gas Bottle", "Garrafa de gás"
"Gas Bottle 2", "Garrafa de gás 2"
"Jar", "Jarra"
"Water Bottle", "Garrafa de agua"
"Water Container", "Recipiente de água"
"Mouse Trap", "Armadilha do Mouse"
"Pills 2", "Comprimidos 2"
"Mouse: Fire, Zoom", "Mouse: Fogo, Zoom"
"Draw Everything", "Desenhe Tudo"
"Item Use Cancelled", "Item Uso Cancelado"
"You already have a better one!", "Você já tem um melhor!"
"press ENTER or SHIFT", "pressione ENTER ou SHIFT"
"DISARM BOMBS!", "DESARMAR BOMBAS!"
"LAUNCH MISSILES!", "LANÇAMENTOS DE LANÇAMENTO!"
"STOP ENEMY!", "PARE DE INIMIGO!"
"SURVIVAL", "SOBREVIVÊNCIA"
"DELIVER PACKAGE!", "ENTREGA PACOTE!"
"GET PACKAGE!", "OBTENHA PACOTE!"
"DEFEND PACKAGE!", "DEFENDA O PACOTE!"
"STOP PACKAGE!", "STOP PACOTE!"
"Waiting on players", "Esperando em jogadores"
"Hold", "Aguarde"
"for large map", "para mapa grande"
"Remain", "Permanecer"
"You Win!", "Você ganha!"
"Click on map to parachute in on that spot", "Clique no mapa para saltar de pára-quedas naquele ponto"
"Heavy", "Pesado"
"Scope 2x", "Escopo 2x"
"Scope 4x", "Escopo 4x"
"Scope 6x", "Escopo 6x"
"Sniper Scope", "Âmbito do Sniper"
"Chickens don't really win anything but the honor of being in your stomach.", "As galinhas realmente não ganham nada além da honra de estar em seu estômago."
"Due to budget cuts, full chicken dinners are no longer available.  Here is a chicken nugget.", "Devido a cortes no orçamento, jantares completos de frango não estão mais disponíveis. Aqui está uma pepita de frango."
"Congratulations! In an effort to decrease waste, War Brokers has awarded you a slightly used chicken dinner.", "Parabéns! Em um esforço para diminuir o desperdício, a War Brokers concedeu-lhe um jantar de frango ligeiramente usado."
"You know even I amaze myself sometimes.", "Você sabe que até eu me surpreendo às vezes."
"Wow!  You just survived all of that!", "Uau! Você acabou de sobreviver a tudo isso!"
"Can you hear me now?", "Você pode me ouvir agora?"
"Winner - It's your lucky day!", "Vencedor - É o seu dia de sorte!"
"Nice Win! Next time will be harder.", "Boa vitória! A próxima vez será mais difícil."
"Cheating detected.  Account banned.... Just kidding.", "Batota detectada. Conta banida .... Brincadeira."
"Winner Winner Sausage Dinner!", "Vencedor Vencedor Sausage Dinner!"
"Wow, we've never seen anyone win in that particular way, in that particular spot, against those particular enemies, under those particular conditions before!", "Uau, nunca vimos ninguém ganhar dessa maneira particular, naquele ponto em particular, contra esses inimigos em particular, sob aquelas condições particulares antes!"
"You've won! Tip: Keep doing that.", "Você ganhou! Dica: continue fazendo isso."
"Winner Winner losers for dinner!", "Vencedor Vencedor perdedores para o jantar!"
"You Wrecked them!", "Você destruiu eles!"
"Next time, don't forget the bubblegum!", "Da próxima vez, não esqueça o chiclete!"
"You've won a haiku.  I'm terrible at haikus.  So, here goes nothing... Wait...", "Você ganhou um haiku. Eu sou terrível em haikus. Então, aqui vai nada ... Espere ..."
"Congratulations, you've won these very words!", "Parabéns, você ganhou essas mesmas palavras!"
"I'm sorry, we don't serve poultry here.  Only justice.", "Desculpe, não servimos aves aqui. Apenas justiça."
"Studies have shown that your chances of losing are still 99.99999%.", "Estudos mostraram que suas chances de perder ainda são 99,99999%."
"Please proceed to the nuclear plant for your cake.", "Por favor, dirija-se à usina nuclear para o seu bolo."
"There is a party for you at Joja's Pizza.  Everyone still alive will be there!", "Há uma festa para você na Joja's Pizza. Todos ainda vivos estarão lá!"
"Winner winner vulture dinner!  (Please note vulture stomachs may contain prior enemies...)", "Vencedor vencedor jantar de abutre! (Por favor, note que os estômagos do abutre podem conter inimigos anteriores ...)"
"Winner!  We are required to inform you that your chicken dinner may contain lead bullets.", "Vencedora! Somos obrigados a informar que seu jantar de frango pode conter balas de chumbo."
"Congratulations!  Please do your part and clean the area of all shell casings.  Thank you.", "Parabéns! Por favor, faça a sua parte e limpe a área de todos os invólucros. Obrigado."
"Fun Fact: You didn't lose!", "Curiosidade: Você não perdeu!"
"Please remember to remove your Kelvar BEFORE your dinner!", "Por favor, lembre-se de remover o seu Kelvar ANTES do seu jantar!"
"Haikus are the worst, and you deserve something more.  However, you lost.", "Haikus são os piores e você merece algo mais. No entanto, você perdeu."
"Your consciousness is now being uploaded to the nearest crash test dummy unit...", "Sua consciência agora está sendo enviada para a unidade fictícia de teste de colisão mais próxima ..."
"The cake was a lie.", "O bolo era uma mentira."
"All these games are lost. Like tears, in rain.", "Todos esses jogos estão perdidos. Como lágrimas, na chuva."
"We regret to inform you that our previous message on using your dead enemies as floatation devices in case of emergency was, in fact, not true.  We apologize for the misinformation.", "Lamentamos informar que nossa mensagem anterior sobre o uso de seus inimigos mortos como dispositivos de flutuação em caso de emergência não era, de fato, verdadeira. Pedimos desculpas pela desinformação."
"This is going on your permanent record.", "Isso está acontecendo no seu registro permanente."
"For every action there is an equal and opposite reaction... like your body.", "Para cada ação há uma reação igual e oposta ... como o seu corpo."
"Tip: Don't die next time!", "Dica: não morra da próxima vez!"
"You have war broke my heart.", "Você tem guerra partiu meu coração."
"Tip: When hiding from a nearby enemy, attempt to not die.", "Dica: Quando se esconder de um inimigo próximo, tente não morrer."
"You've won a participation trophy.  Congratulations!", "Você ganhou um troféu de participação. Parabéns!"
"Due to budget cuts on words, only winners receive complete", "Devido a cortes orçamentais nas palavras, apenas os vencedores recebem"
"Research has shown that dying will not result in winning the game.", "A pesquisa mostrou que morrer não resultará em ganhar o jogo."
"Please do not toss your headphones across the room in frustration. --WB Team", "Por favor, não jogue seus fones de ouvido do outro lado da sala em frustração. - Equipa WB"
"'Pick yourself up.  Dust yourself off.  Start all over again.' --Fred Astaire, 1926", "'Pegue-se. Limpe-se. Começar tudo de novo.' - Fred Astaire, 1926"
"Your death has resulted in the immediate loss of your opportunity to win.", "Sua morte resultou na perda imediata da sua oportunidade de ganhar."
"Since you died, and we cannot find a will, we are hereby seizing your property and assets in name of the goverment of War Brokers.", "Desde que você morreu, e não podemos encontrar uma vontade, estamos apreendendo sua propriedade e ativos em nome do governo de War Brokers."
"You death has made someone else very happy.  Congratulations!", "Sua morte fez outra pessoa muito feliz. Parabéns!"
"Thank you for contributing to The Grim Reapers daily quota.", "Obrigado por contribuir para a cota diária The Grim Reapers."
"We are informing you that we will be dropping your body from 40,000 feet for 'research'.", "Estamos informando que vamos deixar seu corpo de 40.000 pés para 'pesquisa'."
"Next time, please die near the soccer goal so the winner can play with your dead body.", "Da próxima vez, morra perto do gol de futebol para que o vencedor possa jogar com seu cadáver."
"We have now started the ritual to transform you into a pancake.", "Agora começamos o ritual para transformar você em uma panqueca."
"There is always a second life... wait actually this was your only one.", "Há sempre uma segunda vida ... espere, na verdade, essa foi a sua única."
"There is always a second life... And you just used it up!", "Há sempre uma segunda vida ... E você acabou de usar isso!"
"Studies have shown that your chances of losing are 99.99999%.", "Estudos mostraram que suas chances de perder são 99,99999%."
"Open Parachute", "Open Parachute"
"press ENTER", "druk op Enter"
"BACKPACK", "RUGZAK"
"GROUND", "GROND"
"Scramble to find the best loot and fight to be the last survivor.", "Scramble om de beste buit te vinden en vecht om de laatste overlevende te zijn."
"Start with set weapon. Respawn each time you die.", "Begin met wapen. Antwoord telkens wanneer je sterft...."
"Play New Game", "Jogar novo jogo"
"SPECTATE", "OLHAR"
"PLAY NEW GAME", "JOGAR NOVO JOGO"
"DEFEND BOMBS!", "DEFENDA BOMBAS!"
"DEFEND MISSILES!", "DEFENDA MISSILES!"
"KILLS", "MATANÇAS"
"Results", "Resultados"
"to Arm Bomb", "to Arm Bomb"
