"FIND THE PACKAGE [WHITE STAR ON MAP]", "PAKETİ BUL [HARİTADA BEYAZ YILDIZ]"
"PICK IT UP", "ONU AL"
"DROP OFF AT GREEN CIRCLE", "YEŞİL DAİRENİN İÇİNE BIRAK"
"Deliver package to green circle on minimap", "Paketi mini harita üzerindeki yeşil daireye teslim et"
"Get the package, white star on minimap", "Paketi al, mini haritada beyaz yıldız"
"Defend the package carrier", "Paketi taşıyan kuryeyi koru"
"Stop the package carrier, flashing star on minimap", "Paketi taşıyanı durdur, mini haritada yanıp sönen yıldız"
"Hop in, I'll give you a ride", "Atla, ben sürücem"
"I need a ride", "Araca ihtiyacım var"
"Launch Missile #1", "Füzeyi Ateşle #1"
"Launch Missile #2", "Füzeyi Ateşle #2"
"Launch Missile #3", "Füzeyi Ateşle #3"
"Defend Missile #1", "Füzeyi Savunma #1"
"Defend Missile #2", "Füzeyi Savunma #2"
"Defend Missile #3", "Füzeyi Savunma #3"
"Defend the package carrier (flashing green/white star on the map)", "Paket taşıyıcısını savun (harita üzerinde yeşil/beyaz yanıp sönen yıldız)"
"Package carrier deliver the package to the drop off point (green circle on map)", "Paket taşıyıcısı paketi teslim noktasına götür (haritada yeşil daire)"
"Drop the package I'll carry it", "Paketi bırak ben taşıyacağım"
"Pickup the package (white star on the mini-map)", "Paketi al (mini haritada beyaz yıldız)"
"Kill the enemy carrying the package (flashing red/yellow star on the mini-map)", "Paketi taşıyan düşmanı öldür (mini haritada kırmızı/sarı yanıp sönen yıldız)"
"Enemy on top of mountain", "Dağın tepesinde düşmanla temas var"
"Group up to help each other", "Takım çalışması yapalım"
"Enemy on top of buildings", "Binaların üzerinde düşmanla temas var"
"Enemy close", "Düşman yakınımızda"
"Taking enemy fire", "Ateş altındayım"
"Kill the enemy helicopter", "Düşman helikopterini indirin"
"Kill the enemy vehicle", "Düşman araçlarını indirin"
"Death Match", "Ölüm Maçı"
"Capture Flags", "Bayrak Savaşı"
"Package Drop", "Paket Taşıma"
"Missile Launch", "Füze Ateşleme"
"Team", "Takım"
"CLICK HERE TO SELECT MISSILE LAUNCH", "FÜZE ATEŞLEME İÇİN BURAYA TIKLA"
"CLICK HERE TO SELECT PACKAGE DROP", "PAKET TAŞIMA İÇİN BURAYA TIKLA"
"CLICK HERE TO SELECT DEATH MATCH", "ÖLÜM MAÇI İÇİN BURAYA TIKLA"
"NEXT GAME MODE VOTE", "SONRAKİ OYUN MODU İÇİN OYLAMA"
"CLICK HERE TO SELECT TEAM DEATH MATCH", "TAKIMLI ÖLÜM MAÇI İÇİN BURAYA TIKLA"
"Team Death Match", "Takımlı Ölüm Maçı"
"Server will restart at end of round", "Sunucu oyun sonunda yeniden başlatılacaktır"
"Bomb Disposal", "Bomba İmhası"
"MISSILE LAUNCH / BOMB DISPOSAL", "FÜZE ATEŞLEME / BOMBA İMHASI"
"PACKAGE DROP", "PAKET TAŞIMA"
"TEAM DEATH MATCH", "TAKIMLI ÖLÜM MAÇI"
"Bomb Diffusal Starts In", "Bomba İmhası Başlıyor"
"Disarm Bombs!", "Bombaları İmha Et!"
"Stop enemy team!", "Düşmanı durdur!"
"Bombs Disarmed", "Bomba İmha Edildi"
"DISARM BOMBS", "BOMBA İMHASI"
"HOLD F TO DISARM", "BOMBAYI İMHA ETMEK İÇİN F TUŞUNA BAS"
"STOP ENEMY TEAM", "DÜŞMANI DURDUR"
"STOP PEOPLE DISARMING BOMBS", "BOMBAYI İMHA ETMELERİNE ENGEL OL"
"YELLOW = BEING DISARMED", "SARI = İMHA EDİLİYOR"
"RED = DISARMED", "KIRMIZI = İMHA EDİLMİŞ"
"GREEN = ARMED", "YEŞİL = AKTİF"
"Hold F to Disarm Bomb", "Bombayı İmha Etmek için F Tuşuna Basılı Tutun"
"Move", "Hareket"
"Fire", "Ateş"
"Zoom", "Zoom"
"Look", "Bakış"
"Weapon 1", "Silah 1"
"Weapon 2", "Silah 2"
"Crouch", "Çömelme"
"Reload", "Şarjör Değiştirme"
"Jump", "Zıplama"
"Pistol Death Match Starts In", "Tabancalı Ölüm Maçı Başlıyor"
"Pistol Death Match", "Tabancalı Ölüm Maçı"
"NEXT MAP VOTE", "SONRAKİ HARİTAYI OYLA"
"BOMB DISPOSAL", "BOMBA İMHA"
"PISTOL DEATH MATCH", "TABANCALI ÖLÜM MAÇI"
"MISSILE LAUNCH", "FÜZE ATEŞLEME"
"Disarm Bomb #1", "Bomba İmha #1"
"Disarm Bomb #2", "Bomba İmha #2"
"Disarm Bomb #3", "Bomba İmha #3"
"Defend Bomb #1", "Bomba İmha #1"
"Defend Bomb #2", "Bomba İmha #2"
"Defend Bomb #3", "Bomba İmha #3"
"DESERT", "ÇÖL"
"NORTHWEST", "KUZEYBATI"
"PACIFIC", "PASİFİK"
"OFFICE", "OFİS"
"FLOODED", "SEL"
"Blood Overlay", "Kan Yerleşimi"
"NEXT MAP", "SONRAKİ HARİTA"
"Knife", "Bıçak"
"Parachute", "Paraşüt"
"Hold Breath", "Nefesini Tut"
"Server will restart in", "Sunucu yeniden başlatılacak"
"Please rejoin when this happens.", "Lütfen bu olduğunda tekrar bağlanın."
"Heli Mini Gun", "Helikopter Mini Silahı"
"Tank Mini Gun", "Tank Mini Silahı"
"Socket Test", "Soket Testi"
"Exit Vehicle", "Araçtan Çık"
"Drop Package", "Paketi Bırak"
"Default Spawn", "Varsayılan Başlama Yeri"
"Click on green area to parachute in on that spot", "Atlamak istediğiniz noktayı seçmek için yeşil alana tıklayın"
"E Brake", "E Fren"
"TEMPLE", "TAPINAK"
"Blood", "Kan"
"Drop Flare", "Drop Fişeği"
"LOCKED", "KİLİTLİ"
"Press ENTER or Left Shift...", "ENTER veya Sol Shift tuşlarına basın..."
"Deliver package", "Paketi teslim et"
"Get the package", "Paketi al"
"Stop the package carrier", "Paket taşıyıcısını durdur"
"Revolver", "Revolver"
"Minigun", "Minigun"
"Deliver the package to green circle", "Paketi yeşil daireye taşıyın"
"Pickup the package", "Paketi al"
"Kill the enemy carrying the package", "Paketi taşıyan düşmanı öldür"
"Choose a longer nick", "Daha uzun bir isim seç"
"Error! Nick already in use!", "Hata! İsim zaten kullanılıyor!"
"Set your unique nick", "Benzersiz isminizi ayarlayın"
"Bored of your current unique nick?  Buy a different one!", "Şu andaki benzersiz isminizden sıkıldınız mı? Farklı bir tane satın alın!"
"Make sure no one can steal your nick. Lock in your nick!", "Kimsenin isminizi çalamadığından emin olun. İsmini kilitle!"
"To view your full stats, please sign in using Google, Facebook, VK, Twitch or Steam.", "Tüm istatistiklerinizi görüntülemek için lütfen Google, Facebook, VK, Twitch veya Steam kullanarak giriş yapın."
"Login", "Giriş Yap"
"ERROR", "HATA"
"Please refresh your browser window", "Lütfen tarayıcı pencerenizi yenileyin"
"Please restart the app", "Lütfen uygulamayı yeniden başlatın"
"Players Online", "Oyuncu Çevrimiçi"
"Unable to connect", "Unable to connect"
"Use SSL", "SSL kullan"
"Choose a Unique Nick", "Benzersiz bir İsim Seç"
"Please choose a nickname to identify yourself.  Once you choose a nickname, it cannot be changed unless you purchase a new one.", "Lütfen kendinizi tanıtmak için bir takma ad seçin. Bir takma ad seçtiğinizde, yeni bir tane satın almadıkça değiştirilemez."
"Quick Help", "Hızlı Yardım"
"PLAYER", "OYUNCU"
"STATS", "İSTATİSTİK"
"View Full Stats", "Bütün İstatistikleri Görüntüle"
"STORE", "MAĞAZA"
"Redeem Code...", "Kupon Kodu Gir..."
"Grenade Launcher", "El Bombası Fırlatıcı"
"Smoke Grenade", "Sis Bombası"
"Tank", "Tank"
"Heli", "Helikopter"
"Heli Minigun", "Helikopter Minigun"
"Tank Minigun", "Tank Minigun"
"OK", "Tamam"
"Cancel", "İptal"
"HELP", "YARDIM"
"SETTINGS", "AYARLAR"
"Connect to a server to go on missions...", "Görevlere devam etmek için bir sunucuya bağlanın..."
"Close", "Kapat"
"Buy Now", "Şimdi Satın Al"
"BUY NOW ON", "ŞİMDİ SATIN ALIN"
"20% off during launch week (Ends April 25th)", "Başlangıç haftası boyunca %20 indirim  (25 Nisan'a kadar)"
"Includes 5000 Coins", "5000 jeton içerir"
"Unique nick with color", "Renkli, benzersiz bir nick"
"2-5 times better frame rate than the browser version", "Tarayıcı sürümünden 2-5 kat daha iyi kare hızı"
"Stereo sound", "Stereo ses"
"Runs on PC, OSX, and Linux", "PC, OSX ve Linux'ta çalışır"
"Special Hazmat outfit only available with Steam purchase", "Özel Hazmat kıyafeti sadece Steam'den oyun satın alındığında alınabilir"
"Play Free", "Ücretsiz Oyna"
"Steam version features:", "Steam sürüm özellikleri:"
"Includes 2,500 Coins", "2,500 Jeton içerir"
"PLAY FREE ON", "TARAYICIDAN"
"BROWSER", "ÜCRETİZ OYNAYIN"
"Vsync", "Dikey Senkronizasyon"
"Reticule Color", "Nişangah Rengi"
"Please join a new server", "Lütfen yeni bir sunucuya katılın"
"Server is full, try another one", "Sunucu dolu, başka birini deneyin"
"Connection dropped, unable to restore it", "Bağlantı koptu, yeniden bağlanılamadı"
"Join the WarBrokers Discord server", "WarBrokers'ın Discord sunucusuna katılın"
"Ask the devs questions, get help,", "Geliştiricilere sorular sorun, yardım alın"
"talk with other players, and", "diğer oyuncularla konuşun ve"
"get a heads up on new features before", "herkese açıklanmadan önce"
"they are released to everyone else.", "yeni özelliklerden haberdar olun."
"Battle Royale", "Battle Royale"
"Join the WarBrokers Discord server.  Ask the devs questions, get help, talk with other players, and get a heads up on new features before they are released to everyone else.", "WarBrokers Discord sunucusuna katılın. Geliştiricilere soruları sorun, yardım alın, diğer oyuncularla konuşun ve herkese açıklanmadan önce yeni özelliklerden haberdar olun."
"ESCAPE", "KAÇIŞ"
"SOUTHWEST", "GÜNEYBATI"
"Press Key For: ", "Bu özellik için ayarlayacağın tuşa bas:"
"Reset all keys", "Tüm klavye ayarlarını sıfırla"
"Forward", "İleri"
"Back", "Geri"
"Left", "Sol"
"Right", "Sağ"
"to Enter Vehicle", "Araca Girme"
"to Pickup Package", "Paket Alma"
"to Change View", "Görünümü Değiştir"
"Menu", "Menu"
"Move Forward", "İleriye Git"
"Move Back", "Geriye Git"
"Move Left", "Sola Git"
"Move Right", "Sağa Git"
"Use", "Kullan"
"Flare", "İşaret Fişeği"
"Battle Royale Starts In", "Battle Royale Başlıyor"
"to Exit Plane", "Uçaktan Atlama"
"to Disarm Bomb", "Bomba İmha"
"to Launch Missile", "Füzeyi Ateşleme"
"Zoom Map", "Haritaya Zoom"
"to Cancel", "Kapat"
"Jet", "Jet"
"Inventory", "Envanter"
"Rocket", "Roket"
"Machine Gun", "Makineli Tüfek"
"Afterburner", "Jet Turbosu"
"20% off during Steam Summer Sale (Ends July 5th)", "Steam Yaz İndirimi sırasında %20 indirim (5 Temmuz'a kadar)"
"Fist", "Yumruk"
"Health", "Sağlık"
"Using", "Kullanma"
"Kills Elo", "Öldürme Sıralaması"
"Games Elo", "Oyun Sıralaması"
"Jet Rocket", "Jet Roket"
"Jet Homing", "Jet Güdümlü"
"Jet Machinegun", "Jet Makineli Tüfek"
"to Pickup", "Almak"
"REMAGEN", "REMAGEN"
"Small Health", "Küçük Sağlık Kiti"
"Medium Health", "Orta Sağlık Kiti"
"Large Health", "Büyük Sağlık Kiti"
"Blood Bag", "Kan Torbası"
"Pills", "İlaç"
"Energy Can", "Enerji"
"Needle", "Enjektör"
"Leg Light Armor", "Bacak Hafif Zırh"
"Medium Leg Armor", "Bacak Orta Zırh"
"Heavy Leg Armor", "Bacak Ağır Zırh"
"Light Vest", "Hafif Yelek"
"Medium Vest", "Orta Yelek"
"Heavy Vest", "Ağır Yelek"
"Light Helmet", "Hafif Kask"
"Medium Helmet", "Orta Kask"
"Heavy Helmet", "Ağır Kask"
"Light Backpack", "Hafif Sırt Çantası"
"Medium Backpack", "Orta Sırt Çantası"
"Heavy Backpack", "Ağır Sırt Çantası"
"100 Round Mag", "100'lük Şarjör"
"40 Round Mag", "40'lık Şarjör"
"50 Round Mag", "50'lik Şarjör"
"Fast Load Mag", "Hızlı Dolum Şarjör"
"Scope", "Dürbün"
"Compensator", "Kompansatör"
"Flash Reducer", "Alev Gizleyici"
"Grip", "Tutamak"
"Silencer", "Susturucu"
"Stock", "Dipçik"
"Laser", "Lazer"
"Airhorn", "Havalı Korna"
"Walkie Talkie", "Telsiz"
"Flare Gun", "Fişek Tabancası"
"Teddy Bear", "Oyuncak Ayı"
"Walkie Talkie 2", "Telsiz 2"
"Walkie Talkie 3", "Telsiz 3"
"Dynamite Stick", "Dinamit Çubuğu"
"Dynamite Bundle", "Dinamit Paketi"
"Binoculars", "Dürbün"
"Duct Tape", "Koli Bandı"
"Tape", "Bant"
"Books", "Kitaplar"
"Book", "Kitap"
"Magazines", "Şarjör"
"Magazines 2", "Şarjör 2"
"Bear Trap", "Ayı Tuzağı"
"C4", "C4"
"Claymore", "Kılıç"
"Gas Bottle", "Gaz Tüpü"
"Gas Bottle 2", "Gaz Tüpü2"
"Jar", "Kavanoz"
"Water Bottle", "Su Şişesi"
"Water Container", "Su Kabı"
"Mouse Trap", "Fare Kapanı"
"Pills 2", "İlaç 2"
"Mouse: Fire, Zoom", "Fare: Ateş, Yakınlaştırma"
"Draw Everything", "Herşeyi Çiz"
"Item Use Cancelled", "Eşya Kullanımı İptal edildi"
"You already have a better one!", "Zaten daha iyisine sahipsin!"
"press ENTER or SHIFT", "ENTER veya SHIFT tuşlarına basın"
"DISARM BOMBS!", "BOMBAYI İMHA ET!"
"LAUNCH MISSILES!", "FÜZELERİ ATEŞLE!"
"STOP ENEMY!", "DÜŞMANI DURDUR!"
"SURVIVAL", "HAYATTA KAL"
"DELIVER PACKAGE!", "PAKETİ TESLİM ET!"
"GET PACKAGE!", "PAKETİ AL!"
"DEFEND PACKAGE!", "PAKETİ KORU!"
"STOP PACKAGE!", "PAKETİ DURDUR!"
"Waiting on players", "Oyuncular bekleniyor"
"Hold", "Tut"
"for large map", "büyük harita için"
"Remain", "Sürdür"
"You Win!", "Kazandın!"
"Click on map to parachute in on that spot", "Atlayacağınız noktaya haritada tıklayın"
"Heavy", "Ağır"
"Scope 2x", "Dürbün 2x"
"Scope 4x", "Dürbün 4x"
"Scope 6x", "Dürbün 6x"
"Sniper Scope", "Sniper Dürbünü"
"Chickens don't really win anything but the honor of being in your stomach.", "Tavuklar, midenizde olmanın şerefinden başka bir şey kazanmazlar."
"Due to budget cuts, full chicken dinners are no longer available.  Here is a chicken nugget.", "Ekonomik kriz nedeniyle bütün tavuk veremiyoruz.  Onun yerine çorbasına ekmek ban."
"Congratulations! In an effort to decrease waste, War Brokers has awarded you a slightly used chicken dinner.", "Tebrikler! İsrafı azaltmak için, War Brokers size artan tavuk çorbasından bir tas verdi."
"You know even I amaze myself sometimes.", "Bilirsin bazen kendimi bile şaşırtıyorum."
"Wow!  You just survived all of that!", "Helaal!  Onca şeye rağmen iyi hayatta kaldın!"
"Can you hear me now?", "Şimdi beni duyabiliyor musun paşam?"
"Winner - It's your lucky day!", "Zafer - Bugün şanslı günün!"
"Nice Win! Next time will be harder.", "Güzel Zafer! Bir dahaki sefere daha zor olacak ona göre."
"Cheating detected.  Account banned.... Just kidding.", "Hile tespit edildi. Hesabınız kıyamete kadar banlandı .... Şaka şaka xd"
"Winner Winner Sausage Dinner!", "Hadi yine iyisin ekmek parası çıktı!"
"Wow, we've never seen anyone win in that particular way, in that particular spot, against those particular enemies, under those particular conditions before!", "Vaayy 40 yıllık çorba ustasıyım senin gibi kazananını ilk defa görüyorum."
"You've won! Tip: Keep doing that.", "Sen kazandın! İpucu: Bunu yapmaya devam et."
"Winner Winner losers for dinner!", "Hadi iyisin bu sefer de harçlığın çıktı."
"You Wrecked them!", "Onları pejmürde ettin!"
"Next time, don't forget the bubblegum!", "Bir dahaki sefere rakibe elleriyle oynamalarını söyle!"
"You've won a haiku.  I'm terrible at haikus.  So, here goes nothing... Wait...", "Bir sagu kazandın. Sagu'da berbatım. Şu an aklımda hiç sagu yok ... İlham geldiğinde alırsın ..."
"Congratulations, you've won these very words!", "Tebrikler, bu sözleri kazandınız!"
"I'm sorry, we don't serve poultry here.  Only justice.", "Üzgünüm, burada koyun gütmüyoruz. Yargı dağıtıyoruz."
"Studies have shown that your chances of losing are still 99.99999%.", "İsviçreli bilim adamlarının araştırmalarına göre kaybetme ihtimaliniz halen % 99.99999."
"Please proceed to the nuclear plant for your cake.", "Öyle ölmezler nükleer füze atsaydın."
"There is a party for you at Joja's Pizza.  Everyone still alive will be there!", "Senin için bir parti düzenledi. Hala hayatta olan herkes orada olacak!"
"Winner winner vulture dinner!  (Please note vulture stomachs may contain prior enemies...)", "Hadi yine iyisin KYK parası çıktı!  (Vakıf üniversitelerinde %400 burslu okuduysan dikkate alma...)"
"Winner!  We are required to inform you that your chicken dinner may contain lead bullets.", "Kazandın! Tavuk çorbasından mermi çekirdeği çıkabileceğini bildirmemiz gerekir."
"Congratulations!  Please do your part and clean the area of all shell casings.  Thank you.", "Tebrikler! Lütfen görevinizi yapın ve boşa sıktığınız mermilerin kovanlarını temizleyin. Teşekkür ederim."
"Fun Fact: You didn't lose!", "Komik Gerçek: Kaybetmedin!"
"Please remember to remove your Kelvar BEFORE your dinner!", "Akşam yemeğinden önce çelik yeleğinizi çıkarmayı unutmayın!"
"Haikus are the worst, and you deserve something more.  However, you lost.", "Alp Er Tunga öldi mü? Isız ajun kaldı mu? Ödlek öçin aldı mu? Emdi yürek yırtılur."
"Your consciousness is now being uploaded to the nearest crash test dummy unit...", "Bilinciniz şu anda en yakın çarpışma testi mankeni ünitesine yükleniyor ..."
"The cake was a lie.", "Öyle ölmezsin üzerine nükleer füze atsınlar."
"All these games are lost. Like tears, in rain.", "Bütün oyunları kaybettin. Aynı yağmurda kaybolan gözyaşlarım gibi."
"We regret to inform you that our previous message on using your dead enemies as floatation devices in case of emergency was, in fact, not true.  We apologize for the misinformation.", "Yüksek enflasyon nedeniyle bu akşam çorbada tavuk yok. Çorbanın yanından tavuk geçmiş sadece. "
"This is going on your permanent record.", "Bunu yenilgiyi siciline işleyeceğim ki aklın başına gelsin."
"For every action there is an equal and opposite reaction... like your body.", "Mermiye kafa atman sağlığın için zararlı olabilir."
"Tip: Don't die next time!", "İpucu: Bir dahaki sefere ölme!"
"You have war broke my heart.", "Sehirlere bombalar yagardi her gece sen hiç durmadan sağa sola rastgele ateş ederdin."
"Tip: When hiding from a nearby enemy, attempt to not die.", "İpucu: Yakındaki bir düşmandan saklanırken ölmemeye çalışın."
"You've won a participation trophy.  Congratulations!", "Bir katılım ödülü kazandın. Tebrikler!"
"Due to budget cuts on words, only winners receive complete", "Yüksek enflason nedeniyle kelimeleri yalnızca kazananlara veriyoruz artık."
"Research has shown that dying will not result in winning the game.", "Araştırmalar, ölmenin oyunu kazanmaya neden olmayacağını göstermiştir."
"Please do not toss your headphones across the room in frustration. --WB Team", "Lütfen kulaklığınızı takıp oynayın ev ahalisi savaş çıktığını zannedip paniklemesin. --WB Ekibi"
"'Pick yourself up.  Dust yourself off.  Start all over again.' --Fred Astaire, 1926", "Yenilen pehlivan, güreşe doymaz' --Türk atasözü"
